DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2011-2012 OVERALL GRADE,2011-2012 OVERALL SCORE,2011-12 OVERALL PERCENTILE,2011-2012 PROGRESS CATEGORY SCORE,2011-2012 PROGRESS GRADE,2011-2012 PERFORMANCE CATEGORY SCORE,2011-2012 PERFORMANCE GRADE,2011-2012 ENVIRONMENT CATEGORY SCORE,2011-2012 ENVIRONMENT GRADE,2011-2012 COLLEGE AND CAREER READINESS SCORE,2011-2012 COLLEGE AND CAREER READINESS GRADE,2011-2012 ADDITIONAL CREDIT,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
20K490,20,Fort Hamilton High School,Jo Ann Chester,HS,High School,2.43,B,60.4,39.0,30.6,C,10.3,C,8.7,B,7.0,A,3.8,B,B
20K505,20,Franklin Delano Roosevelt High School,Steven Demarco,HS,High School,2.23,B,65.4,50.3,32.0,B,9.4,C,9.0,B,6.7,B,8.3,B,B
20K609,20,Urban Assembly School for Criminal Justice,Mariela Graham,HS,High School,2.35,,,,,,,,,,,,,,
21K337,21,International High School at Lafayette,Jon Harriman,HS,High School,2.26,B,63.9,46.1,36.1,B,4.2,F,12.0,A,4.1,D,7.5,B,C
21K344,21,Rachel Carson High School for Coastal Studies,Edward Wilensky,HS,High School,2.23,B,68.4,61.3,34.6,B,11.9,B,7.8,C,8.0,A,6.1,B,B
21K348,21,High School of Sports Management,Robin Pitts,HS,High School,2.07,C,52.3,17.2,21.3,F,12.6,B,7.8,C,5.7,C,4.9,B,B
21K410,21,Abraham Lincoln High School,Ari Hoogenboom,HS,High School,2.32,C,56.5,25.1,27.8,C,9.8,C,8.9,B,6.2,B,3.8,C,C
21K468,21,Kingsborough Early College School,Connie Hamilton,HS,High School,2.82,,,,,,,,,,,,,,
21K525,21,Edward R. Murrow High School,Anthony R. Lodico,HS,High School,2.59,B,65.8,52.3,31.3,C,13.5,B,9.2,B,8.6,A,3.2,B,A
21K540,21,John Dewey High School,Barry Fried,HS,High School,2.45,B,63.7,45.2,34.0,B,9.6,C,7.3,C,6.8,B,6.0,C,C
21K559,21,Life Academy High School for Film and Music,Lisa Ferraiola,HS,High School,1.91,B,62.5,41.8,28.4,C,16.2,A,10.0,B,2.4,F,5.5,B,
21K572,21,Expeditionary Learning School for Community Leaders,David Ohara,HS,High School,2.14,B,63.6,45.4,36.8,B,6.6,F,11.9,A,4.3,D,4.0,D,
21K620,21,William E. Grady Career and Technical Education High School,Geraldine Maione,HS,High School,1.62,B,65.6,51.1,29.6,C,11.9,B,11.5,A,6.1,B,6.5,B,D
21K690,21,Brooklyn Studio Secondary School,Andrea Ciliotta,HS,High School,2.38,B,59.8,35.9,33.8,B,11.1,C,4.9,F,6.8,B,3.2,C,A
22K405,22,Midwood High School,David Cohen,HS,High School,3.09,B,58.7,31.6,28.2,C,12.7,B,8.7,B,7.2,A,1.9,C,B
22K425,22,James Madison High School,Joseph A. Gogliormella,HS,High School,2.49,B,64.6,48.0,29.8,C,10.8,C,11.7,A,7.3,A,5.0,B,B
22K495,22,Sheepshead Bay High School,John Omahoney,HS,High School,1.95,D,40.5,3.4,18.6,F,7.9,F,5.5,F,4.5,C,3.9,D,C
22K535,22,Leon M. Goldstein High School for the Sciences,Joseph Zaza,HS,High School,3.41,A,78.5,86.2,41.2,A,16.5,A,10.6,A,9.1,A,1.0,A,B
22K555,22,Brooklyn College Academy,Nicholas Mazzarella,HS,High School,3.24,A,75.5,80.3,40.4,A,13.7,B,12.5,A,7.8,A,1.1,A,A
23K493,23,Brooklyn Collegiate: A College Board School,Amote Sias/Zipora Steiner,HS,High School,1.95,C,54.0,21.2,27.2,C,12.2,B,6.1,D,6.0,B,2.5,B,C
23K514,23,Frederick Douglass Academy VII High School,Jessica Endlich,HS,High School,1.84,C,53.1,18.9,23.1,D,12.0,B,8.2,C,5.8,B,4.0,A,B
23K644,23,Eagle Academy for Young Men II,Rashad Meade,HS,High School,1.76,,,,,,,,,,,,,,
23K697,23,Teachers Preparatory High School,Carmen Simon,HS,High School,2.06,B,66.3,54.1,35.5,B,14.6,A,7.3,C,6.8,B,2.1,A,A
24Q264,24,Academy of Finance and Enterprise,Gilberto Vega,HS,High School,2.74,A,87.5,96.1,44.8,A,17.3,A,9.9,B,8.2,A,7.3,A,A
24Q267,24,High School of Applied Communication,Daniel Korb,HS,High School,2.21,A,78.0,85.3,39.9,A,15.2,A,10.4,B,6.9,B,5.6,A,A
24Q293,24,Civic Leadership Academy,Phuong Nguyen,HS,High School,2.11,A,87.1,95.5,46.3,A,15.5,A,11.5,A,8.2,A,5.6,,
24Q296,24,Pan American International High School,Marcella Barros,HS,High School,2.07,D,46.4,7.9,26.2,C,2.4,F,10.3,B,2.3,F,5.2,D,
24Q299,24,Bard High School Early College Queens,Valeri Thomson,HS,High School,3.74,A,74.8,78.6,38.9,A,16.0,A,10.4,B,9.5,A,0.0,A,A
24Q455,24,Newtown High School,John Ficalora,HS,High School,2.07,B,60.1,37.9,27.7,C,9.8,C,9.9,B,5.9,B,6.8,C,C
24Q485,24,Grover Cleveland High School,Denise Vittor,HS,High School,2.13,B,60.0,37.8,33.0,B,7.7,F,10.5,A,4.9,C,3.9,C,B
24Q520,24,Middle College High School at LaGuardia Community College,Linda Siegmund,HS,High School,2.33,B,58.3,29.7,23.0,D,12.9,B,9.8,B,6.6,B,5.9,C,B
24Q530,24,International High School at LaGuardia Community College,John Starkey,HS,High School,2.40,A,90.7,97.5,49.5,A,12.2,B,13.3,A,7.0,A,8.7,A,A
24Q550,24,High School for Arts and Business,Ana R. Zambrano-Burakov,HS,High School,2.40,A,78.2,85.9,41.5,A,14.5,A,11.2,A,5.4,C,5.6,A,A
24Q560,24,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Ann Seifullah,HS,High School,2.60,C,56.9,26.2,31.6,C,8.8,D,8.9,B,5.7,C,1.9,C,C
24Q585,24,Maspeth High School,Khurshid Abdul-Mutakabbir,HS,High School,2.75,,,,,,,,,,,,,,
24Q600,24,Queens Vocational and Technical High School,Melissa Burg,HS,High School,2.46,B,67.0,57.1,31.7,C,13.6,B,10.3,B,6.3,B,5.1,B,A
24Q610,24,Aviation Career & Technical Education High School,Deno Charalambous,HS,High School,2.97,A,76.4,82.2,39.5,A,14.9,A,12.1,A,7.0,A,2.9,A,A
25Q252,25,"Queens School of Inquiry, The",Meredith Inbal,HS,High School,2.99,B,59.2,32.8,25.1,D,12.5,B,9.7,B,8.3,A,3.6,,
25Q263,25,Flushing International High School,Lara Evangelista,HS,High School,2.38,B,65.5,50.6,35.0,B,6.8,F,12.4,A,4.1,D,7.2,B,B
25Q281,25,East-West School of International Studies,Ben Sherman,HS,High School,2.75,B,68.7,62.4,32.8,B,16.7,A,7.9,C,6.3,B,4.9,B,A
25Q285,25,World Journalism Preparatory: A College Board School,Cynthia Schneider,HS,High School,2.66,A,76.7,83.1,42.0,A,15.0,A,11.7,A,6.4,B,1.6,A,A
25Q425,25,John Bowne High School,Howard Kwait,HS,High School,2.36,C,53.4,19.4,27.9,C,8.7,D,5.9,F,5.0,C,5.9,B,B
25Q460,25,Flushing High School,"Carl D. Hudson, Jr.",HS,High School,2.26,D,45.3,7.1,20.7,F,7.9,F,6.8,D,4.5,C,5.4,D,C
25Q525,25,Townsend Harris High School,Kenneth Bonamo,HS,High School,4.00,A,83.3,93.8,44.2,A,18.3,A,10.7,A,10.0,A,0.0,A,A
25Q670,25,Robert F. Kennedy Community High School,Beshir Abdellatif,HS,High School,2.38,B,67.9,60.2,35.4,B,11.8,B,11.6,A,7.0,A,2.1,C,D
26Q415,26,Benjamin N. Cardozo High School,Gerald Martori,HS,High School,2.82,B,62.6,42.9,31.0,C,12.9,B,7.8,C,8.0,A,2.9,B,B
26Q430,26,Francis Lewis High School,Musa Ali Shama,HS,High School,2.74,A,76.7,83.1,37.3,B,14.7,A,11.9,A,8.6,A,4.2,A,B
26Q435,26,Martin Van Buren High School,Marilyn Shevell,HS,High School,2.06,C,47.6,10.1,26.1,C,8.9,D,4.0,F,5.4,C,3.2,D,C
26Q495,26,Bayside High School,Michael Athy,HS,High School,2.83,A,74.9,78.5,37.5,B,14.9,A,9.7,B,8.6,A,4.2,A,B
26Q566,26,"Queens High School of Teaching, Liberal Arts and the Sciences",Jae Hyun Cho,HS,High School,2.47,B,65.3,49.9,31.7,C,14.8,A,8.4,C,6.8,B,3.5,B,B
27Q260,27,Frederick Douglass Academy VI High School,Linda Alfred,HS,High School,2.10,C,47.1,9.0,16.9,F,11.6,B,4.9,F,7.7,A,6.0,C,C
27Q262,27,Channel View School for Research,Patricia J. Tubridy,HS,High School,2.50,A,82.9,93.5,42.3,A,17.6,A,12.5,A,6.5,B,4.0,A,A
27Q302,27,"Queens High School for Information, Research, and Technology",Edward Shepard,HS,High School,1.87,C,54.0,21.2,26.3,C,15.6,A,3.6,F,4.8,C,3.7,,
27Q308,27,Robert H. Goddard High School of Communication Arts and Technology,Joseph Birgeles,HS,High School,2.38,A,71.9,72.4,37.2,B,15.4,A,10.3,B,5.0,C,4.0,,
27Q309,27,Academy of Medical Technology: A College Board School,Jose Merced,HS,High School,2.19,B,59.7,35.8,26.9,C,15.5,A,8.1,C,5.3,C,3.8,,
27Q323,27,Scholars' Academy,Brian O'connell,HS,High School,3.67,A,80.6,90.1,42.3,A,16.0,A,13.1,A,9.1,A,0.0,A,
27Q324,27,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,Matthew Katz,HS,High School,1.85,,,,,,,,,,,,,,
27Q351,27,Rockaway Collegiate High School,Robert Young Jr,HS,High School,1.72,,,,,,,,,,,,,,
27Q400,27,August Martin High School,Anthony Cromer,HS,High School,1.67,D,41.7,4.0,19.0,F,5.4,F,10.2,B,3.9,D,3.1,D,C
27Q410,27,Beach Channel High School,David Morris,HS,High School,1.55,,,,,,,,,,,,,,F
27Q475,27,Richmond Hill High School,Ms. Frances Desanctis,HS,High School,2.10,C,48.2,11.3,27.1,C,7.5,F,5.5,F,4.7,C,3.4,D,C
27Q480,27,John Adams High School,Grace Zwillenberg,HS,High School,2.04,C,47.5,9.6,24.6,D,7.0,F,6.9,D,5.0,C,4.0,C,B
27Q650,27,"High School for Construction Trades, Engineering and Architecture",Lakeisha Gordon,HS,High School,3.09,B,65.7,51.7,38.4,B,13.7,B,7.6,C,5.3,C,0.7,A,A
28Q157,28,J.H.S. 157 Stephen A. Halsey,Vincent Suraci,HS,High School,0.92,,,,,,,,,,,,,,
28Q284,28,York Early College Academy,Deborah Burnett,HS,High School,3.03,,,,,,,,,,,,,,
28Q310,28,Queens Collegiate: A College Board School,Jaime Anne Dubei,HS,High School,2.37,A,74.6,77.5,38.9,A,15.0,A,8.9,B,7.1,A,4.7,,
28Q325,28,HILLSIDE ARTS & LETTERS ACADEMY,Matthew C. Ritter,HS,High School,2.30,,,,,,,,,,,,,,
28Q328,28,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,Carlos Borrero,HS,High School,2.16,,,,,,,,,,,,,,
28Q350,28,Jamaica Gateway to the Sciences,Caren Birchwood Taylo,HS,High School,2.83,A,71.5,70.7,36.2,B,16.9,A,9.9,B,8.1,A,0.3,,
28Q440,28,Forest Hills High School,Saul Gootnick,HS,High School,2.68,A,70.8,68.2,36.8,B,13.7,B,9.2,B,7.2,A,3.9,A,A
28Q470,28,Jamaica High School,Walter Acham,HS,High School,1.70,,,,,,,,,,,,,,D
28Q505,28,Hillcrest High School,Stephen Duch,HS,High School,2.32,B,67.4,57.9,34.7,B,9.9,C,11.0,A,6.1,B,5.7,A,C
28Q620,28,Thomas A. Edison Career and Technical Education High School,Anthony D. Barbetta,HS,High School,2.73,A,71.9,72.0,35.9,B,15.1,A,10.4,B,8.2,A,2.3,A,A
28Q680,28,Queens Gateway to Health Sciences Secondary School,Dr. Cynthia Edwards,HS,High School,3.47,B,68.2,61.0,39.0,A,13.2,B,7.6,C,8.3,A,0.0,B,B
28Q686,28,QUEENS METROPOLITAN HIGH SCHOOL,Marci Levy Maguire,HS,High School,2.47,,,,,,,,,,,,,,
28Q687,28,Queens High School for the Sciences at York College,David Marmor,HS,High School,3.83,A,78.8,86.8,42.7,A,16.9,A,9.3,B,9.9,A,0.0,A,A
28Q690,28,High School for Law Enforcement and Public Safety,Diahann E. Malcolm,HS,High School,2.10,B,62.6,42.9,31.5,C,13.2,B,10.4,B,5.3,C,2.2,B,B
28Q896,28,"Young Women's Leadership School, Queens",Avionne Gumbs,HS,High School,2.69,B,65.1,48.9,34.5,B,17.5,A,4.5,F,7.7,A,0.8,C,
29Q248,29,Queens Preparatory Academy,Tashon Haywood,HS,High School,2.20,B,58.8,31.8,32.1,B,10.3,C,7.4,C,4.5,C,4.5,A,A
29Q259,29,Pathways College Preparatory School: A College Board School,Kimberly Mitchell,HS,High School,2.23,C,53.6,20.0,26.8,C,13.6,B,5.5,F,4.8,C,2.9,B,A
29Q265,29,Excelsior Preparatory High School,Lilly Lucas,HS,High School,2.10,A,75.3,80.0,36.8,B,14.6,A,8.9,B,7.5,A,7.4,B,A
29Q272,29,George Washington Carver High School for the Sciences,Dr. Janice M. Sutton,HS,High School,2.49,C,56.6,25.4,29.6,C,13.5,B,7.0,C,4.4,D,2.0,B,A
29Q283,29,Preparatory Academy for Writers: A College Board School,Charles Anderson,HS,High School,2.18,A,72.1,72.7,41.2,A,12.3,B,10.6,A,4.7,C,3.3,C,B
29Q326,29,CAMBRIA HEIGHTS ACADEMY,Melissa Menake,HS,High School,2.18,,,,,,,,,,,,,,
29Q492,29,"Mathematics, Science Research and Technology Magnet High School",Jose Cruz,HS,High School,2.30,C,57.1,26.8,29.7,C,12.1,B,6.7,D,6.0,B,2.6,C,C
29Q494,29,"Law, Government and Community Service High School",Donna Delfyett White,HS,High School,1.86,D,45.1,6.5,19.2,F,8.7,D,8.1,C,5.0,C,4.1,D,D
29Q496,29,"Business, Computer Applications & Entrepreneurship High School",Herman Guy,HS,High School,1.56,D,44.5,5.9,17.8,F,8.8,D,8.9,B,6.2,B,2.7,C,D
29Q498,29,Humanities & Arts Magnet High School,Rosemarie Omard,HS,High School,2.11,B,60.9,39.8,30.0,C,14.5,A,8.8,B,4.0,D,3.5,B,C
30Q286,30,"Young Women's Leadership School, Astoria",Laura A Mitchell,HS,High School,3.07,,,,,,,,,,,,,,
30Q301,30,Academy for Careers in Television and Film,Mark Dunetz,HS,High School,2.37,A,96.6,99.7,47.3,A,19.8,A,13.5,A,10.0,A,6.0,,
30Q445,30,William Cullen Bryant High School,Namita Dwarka,HS,High School,2.27,C,54.8,22.8,28.1,C,9.0,D,7.2,C,6.0,B,4.5,C,C
30Q450,30,Long Island City High School,Maria Mamo Vacacela,HS,High School,2.24,C,48.1,11.3,28.2,C,7.3,F,4.2,F,5.4,C,3.0,C,C
30Q501,30,Frank Sinatra School of the Arts High School,Donna Finn,HS,High School,3.41,A,71.8,71.8,38.4,B,16.3,A,8.8,B,8.1,A,0.2,B,A
30Q502,30,Information Technology High School,Nancy Casella,HS,High School,2.25,C,57.3,28.0,25.6,D,13.0,B,7.9,C,6.5,B,4.3,B,A
30Q555,30,Newcomers High School,Orlando Sarmiento,HS,High School,2.25,A,79.5,87.6,38.1,B,14.4,A,10.9,A,6.9,B,9.2,A,A
30Q575,30,Academy of American Studies,William Bassell,HS,High School,2.93,A,70.7,68.2,36.4,B,13.3,B,10.1,B,8.7,A,2.2,B,A
30Q580,30,Baccalaureate School for Global Education,Kelly Joan Johnson,HS,High School,3.62,A,71.9,72.0,42.0,A,12.9,B,9.5,B,7.5,A,0.0,B,A
31R047,31,CSI High School for International Studies,Joseph Canale,HS,High School,2.62,A,80.3,89.6,42.5,A,17.5,A,11.4,A,6.5,B,2.4,A,A
31R064,31,Gaynor McCown Expeditionary Learning School,Traci Frey,HS,High School,2.15,A,74.0,76.1,39.3,A,16.4,A,9.9,B,3.9,D,4.5,,
31R080,31,The Michael J. Petrides School,Joanne Buckheit,HS,High School,2.34,A,71.3,70.1,33.1,B,16.1,A,9.2,B,9.3,A,3.6,A,A
31R440,31,New Dorp High School,Ms. Deirdre Deangelis,HS,High School,2.10,B,67.7,59.3,31.4,C,13.5,B,10.1,B,8.1,A,4.6,A,A
31R445,31,Port Richmond High School,Timothy M. Gannon,HS,High School,1.84,B,59.0,32.2,27.6,C,9.8,C,9.2,B,7.8,A,4.6,C,B
31R450,31,Curtis High School,Aurelia Curtis,HS,High School,2.05,B,67.7,59.6,31.7,C,13.6,B,8.3,C,8.5,A,5.6,B,B
31R455,31,Tottenville High School,John P. Tuminaro,HS,High School,2.65,B,65.3,49.7,31.5,C,13.9,B,10.0,B,7.7,A,2.2,B,B
31R460,31,Susan E. Wagner High School,Mr. Gary M. Giordano,HS,High School,2.25,A,77.9,85.1,39.9,A,14.2,A,10.2,B,9.4,A,4.2,A,A
31R600,31,Ralph R. McKee Career and Technical Education High School,Sharon Alicia Henry,HS,High School,1.67,B,68.7,62.8,32.8,B,13.0,B,8.0,C,8.3,A,6.6,B,A
31R605,31,Staten Island Technical High School,Vincent Maniscalco,HS,High School,3.88,A,87.1,95.5,45.6,A,18.2,A,13.7,A,9.6,A,0.0,A,A
32K168,32,The Brooklyn School for Math and Research,Perry Rainey,HS,High School,2.41,,,,,,,,,,,,,,
32K403,32,Academy for Environmental Leadership,Nilda Gomez-Katz,HS,High School,1.62,A,80.2,89.3,45.4,A,13.5,B,8.0,C,5.5,C,7.7,A,A
32K545,32,EBC High School for Public Service - Bushwick,Shawn Brown,HS,High School,2.09,B,69.3,64.2,40.2,A,9.5,C,10.3,B,5.5,C,3.8,F,C
32K549,32,Bushwick School for Social Justice,Mark Rush,HS,High School,1.71,B,58.3,30.7,26.1,C,12.6,B,10.3,B,4.2,D,5.1,A,A
32K552,32,Academy of Urban Planning,Rodney Orji,HS,High School,1.40,C,50.4,14.4,23.6,D,11.6,B,4.9,F,3.8,D,6.5,B,B
32K554,32,All City Leadership Secondary School,Elvis Estevez,HS,High School,2.68,A,78.5,86.2,40.3,A,15.0,A,14.8,A,7.1,A,1.3,A,A
32K556,32,Bushwick Leaders High School for Academic Excellence,Catherine Reilly,HS,High School,1.70,C,48.4,11.9,28.2,C,4.6,F,7.8,C,3.2,F,4.6,C,B
84K359,84,The Uft Charter School,Michelle Bodden-White,HS,High School,2.45,,,,,,,,,,,,,,
84K473,84,Williamsburg Charter High School,Marsha Spampinato,HS,High School,2.22,B,66.5,55.4,33.8,B,13.4,B,9.9,B,5.0,C,4.4,C,D
84K693,84,Believe Northside Charter High School,Reshma Baig,HS,High School,2.14,,,,,,,,,,,,,,
84K694,84,Believe Southside Charter High School,Shannon Browne,HS,High School,1.74,,,,,,,,,,,,,,
84K888,84,Achievement First HS,,HS,High School,2.86,,,,,,,,,,,,,,
84K999,84,Uncommon Charter HS,,HS,High School,3.38,,,,,,,,,,,,,,
84M279,84,The Opportunity Charter School,Marya Baker,HS,High School,0.66,,,,,,,,,,,,,,
84M284,84,Harlem Children's Zone/Promise Academy Charter School,Tonya White/Shakira Petit,HS,High School,2.49,A,92.7,98.6,53.1,A,19.6,A,9.9,B,7.0,A,3.1,,
84M350,84,Democracy Preparatory Charter School,Lisa Friscia/William Cooke,HS,High School,2.90,,,,,,,,,,,,,,
84M353,84,New Heights Academy Charter School,Robert Parkes/Leslie Ford,HS,High School,2.26,A,71.0,68.9,39.0,A,14.3,A,9.1,B,4.4,D,4.2,A,A
84M433,84,The Renaissance Charter High School for Innovation,Nicholas Tishuk,HS,High School,1.20,,,,,,,,,,,,,,
84M522,84,Broome Street Academy Charter High School,Jeremy Kaplan,HS,High School,0.61,,,,,,,,,,,,,,
84M888,84,Harlem Village Academy HS,,HS,High School,3.21,C,53.9,20.9,25.9,C,8.9,D,11.7,A,7.4,A,0.0,,
84M999,84,KIPP NYC College Prep,,HS,High School,2.80,,,,,,,,,,,,,,
84Q705,84,"Renaissance Charter School, The",Stacey Gauthier,HS,High School,2.59,B,68.8,62.8,35.5,B,14.3,A,9.8,B,7.2,A,2.0,B,B
84X185,84,The Bronx Lighthouse Charter School,Meghan Kimpton (K-4)/Richard Burke (5-8),HS,High School,2.50,,,,,,,,,,,,,,
84X345,84,Hyde Leadership Charter School,Betsy Olney,HS,High School,2.32,,,,,,,,,,,,,,
84X347,84,International Leadership Charter School,Elaine Ruiz Lopez,HS,High School,2.54,A,92.7,98.6,52.4,A,15.1,A,10.1,B,6.9,B,8.1,A,C
84X393,84,Green Dot NY Charter School,Ashish Kapadia,HS,High School,2.41,A,91.2,98.0,47.9,A,19.3,A,11.6,A,4.7,C,7.7,,
84X395,84,"NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE, ENGINEERING AND CONSTRUCTION INDUSTRIES",Eugene Foley,HS,High School,2.16,B,59.5,34.4,36.3,B,10.1,C,8.1,C,1.2,F,3.8,,
84X539,84,The New Visions Charter High School for Advanced Math and Science,Julia Chun,HS,High School,2.28,,,,,,,,,,,,,,
84X553,84,The New Visions Charter High School for the Humanities,Seth Ari Lewis Levin,HS,High School,1.98,,,,,,,,,,,,,,
84X703,84,Bronx Prep Charter School,Jacqueline King-Robinson,HS,High School,2.79,D,43.2,5.1,18.5,F,8.8,D,9.9,B,3.6,F,2.4,C,C
01M458,01,Forsyth Satellite Academy,Ingrid Roberts Haynes,HST,High School Transfer,1.41,C,53.1,,25.0,D,4.9,F,11.2,A,5.5,C,6.5,,
01M515,01,Lower East Side Preparatory High School,Martha Polin,HST,High School Transfer,1.64,A,76.8,,33.8,B,17.9,A,4.9,F,10.0,A,10.1,A,A
01M650,01,Cascades High School,Paul Rotondo,HST,High School Transfer,1.82,A,73.1,,36.5,B,15.2,A,9.7,B,6.0,C,5.7,A,A
02M313,02,"James Baldwin School, The: A School for Expeditionary Learning",Samantha Pugh,HST,High School Transfer,1.95,C,54.8,,23.9,D,12.9,B,7.1,C,5.0,C,5.9,C,D
02M394,02,EMMA LAZARUS HIGH SCHOOL,Melody Kellogg,HST,High School Transfer,2.03,,,,,,,,,,,,,,
02M432,02,MURRAY HILL ACADEMY,Anita Manninen Felix,HST,High School Transfer,1.68,,,,,,,,,,,,,,
02M544,02,Independence High School,Ron Smolkin,HST,High School Transfer,1.37,C,49.2,,22.8,D,8.2,D,6.9,C,5.2,C,6.1,C,C
02M550,02,Liberty High School Academy for Newcomers,Melodee Khristan,HST,High School Transfer,1.57,A,75.9,,37.4,A,14.3,A,4.2,F,8.5,B,11.5,A,A
02M560,02,High School M560 - City As School,Alan Cheng,HST,High School Transfer,1.93,C,52.7,,15.4,F,12.8,B,9.0,B,7.5,C,8.0,C,B
02M565,02,Urban Academy Laboratory High School,Herb Mack,HST,High School Transfer,2.54,A,73.7,,32.6,B,12.9,B,14.7,A,9.0,B,4.5,B,A
02M570,02,Satellite Academy High School,Steven Zbaida,HST,High School Transfer,1.17,A,91.9,,49.1,A,15.2,A,13.2,A,4.6,D,9.7,A,F
02M575,02,Manhattan Comprehensive Night and Day High School,Michael Toise,HST,High School Transfer,1.53,A,79.3,,34.4,B,13.6,A,10.4,A,8.6,B,12.3,B,A
02M586,02,Harvey Milk High School,Daphne Perrini,HST,High School Transfer,1.33,B,57.9,,33.8,B,7.7,D,5.3,F,5.7,C,5.4,C,A
02M605,02,Humanities Preparatory Academy,Julie Conason,HST,High School Transfer,2.67,B,65.3,,32.7,B,17.7,A,4.9,F,8.8,B,1.2,B,B
03M404,03,INNOVATION DIPLOMA PLUS,Casey Jones,HST,High School Transfer,1.39,C,46.5,,19.9,F,9.1,D,6.7,D,1.9,F,8.9,,
03M505,03,Edward A. Reynolds West Side High School,Jean Mctavish,HST,High School Transfer,0.96,C,53.1,,19.9,F,11.6,B,6.5,D,7.7,C,7.4,C,B
05M285,05,Harlem Renaissance High School,Nadav Zeimer,HST,High School Transfer,1.08,A,68.2,,37.7,A,10.1,C,7.3,C,4.5,D,8.6,B,C
06M423,06,High School for Excellence and Innovation,Tyona Washington,HST,High School Transfer,0.33,,,,,,,,,,,,,,
07X321,07,Crotona Academy High School,Anthony W. Harris,HST,High School Transfer,1.68,B,62.0,,32.3,B,8.5,D,14.2,A,2.7,F,4.3,C,D
07X379,07,Jill Chaifetz Transfer High School,Anne Fennelly,HST,High School Transfer,1.20,C,52.1,,21.6,D,10.0,C,10.7,A,3.6,D,6.1,C,B
07X381,07,Bronx Haven High School,Lucinda Mendez,HST,High School Transfer,1.20,C,46.3,,21.5,D,8.1,D,7.1,C,3.8,D,5.8,C,B
08X377,08,Bronx Community High School,Flora Greenaway,HST,High School Transfer,1.42,C,53.4,,25.7,C,6.0,F,12.0,A,3.1,D,6.6,B,C
08X537,08,Bronx Arena High School,Ty Cesene,HST,High School Transfer,1.27,,,,,,,,,,,,,,
08X560,08,Bronx Academy High School,Gary Eisinger,HST,High School Transfer,1.44,,,,,,,,,,,,,,F
10X319,10,Providing Urban Learners Success In Education High School,Carol Wiggins,HST,High School Transfer,1.05,B,61.9,,35.0,B,8.2,D,9.4,B,5.1,C,4.2,,
12X446,12,Arturo A. Schomburg Satellite Academy Bronx,Marsha Vernon,HST,High School Transfer,1.19,B,57.4,,28.6,C,9.0,D,8.3,C,4.1,D,7.4,,
12X480,12,Bronx Regional High School,Colin Thomas,HST,High School Transfer,1.56,F,27.3,,10.4,F,3.9,F,4.4,F,3.5,D,5.1,C,B
13K553,13,Brooklyn Academy High School,Elaine Lindsey,HST,High School Transfer,1.30,A,77.0,,36.4,B,13.3,B,7.9,C,9.2,B,10.2,A,A
13K575,13,Bedford Stuyvesant Preparatory High School,Darryl Rascoe,HST,High School Transfer,1.79,C,51.3,,27.4,C,6.5,F,7.7,C,7.2,C,2.5,C,B
13K616,13,Brooklyn High School for Leadership and Community Service,Georgia Kouriampalis,HST,High School Transfer,1.22,B,58.7,,29.1,C,6.8,F,9.6,B,6.2,C,7.0,B,C
15K423,15,Brooklyn Frontiers High School,Alona Cohen,HST,High School Transfer,0.29,,,,,,,,,,,,,,
15K520,15,Pacific High School,Laurie Harriton,HST,High School Transfer,1.10,,,,,,,,,,,,,,C
15K529,15,West Brooklyn Community High School,Gloria Rosario,HST,High School Transfer,1.37,A,80.1,,38.6,A,14.6,A,13.2,A,4.0,D,9.7,A,A
15K698,15,South Brooklyn Community High School,Jean Foley,HST,High School Transfer,1.53,C,53.8,,25.4,C,9.6,C,9.0,B,3.9,D,5.9,B,C
17K489,17,W.E.B. Dubois Academic High School,Catherine Hartnett,HST,High School Transfer,1.22,C,46.5,,25.3,C,6.8,F,3.4,F,6.2,C,4.7,D,C
17K568,17,Brownsville Academy High School,Lashawn Robinson,HST,High School Transfer,1.43,A,85.9,,47.0,A,10.8,C,13.3,A,7.0,C,7.8,A,B
18K578,18,Brooklyn Bridge Academy,Max Jean Paul,HST,High School Transfer,1.15,B,66.3,,37.9,A,11.3,B,7.6,C,4.1,D,5.4,C,C
18K635,18,Olympus Academy,Seth Schoenfeld,HST,High School Transfer,1.22,C,54.2,,23.1,D,12.8,B,7.5,C,4.3,D,6.5,C,
18K673,18,EAST BROOKLYN COMMUNITY HIGH SCHOOL,Patrick Mcgillicuddy,HST,High School Transfer,1.24,B,60.9,,30.3,C,11.1,C,9.8,B,3.5,D,6.1,B,
21K728,21,Liberation Diploma Plus,April Leong,HST,High School Transfer,1.48,B,67.7,,30.2,C,18.1,A,6.3,D,4.1,D,9.0,A,A
23K643,23,Brooklyn Democracy Academy,Thomas Mckenna,HST,High School Transfer,0.96,B,66.9,,33.8,B,15.1,A,6.3,D,3.5,D,8.1,A,A
